PARTNER_NAME,PARENT_COMPANY,SF_ID,CMS_ID,ZUORA_NAME
Computer Troubleshooters - Galway East,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters - GCN,,ACT-00088723,1162,Computer Troubleshooters-Columbus North
Computer Troubleshooters - Hunter Valley,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters - Mandeville/Covington,,ACT-00161426,2582,Computer Troubleshooters - Mandeville
Computer Troubleshooters - North Adelaide,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters - Pittsburgh,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters - Wilmington,,ACT-00223468,13030,Computer Troubleshooters - Wilmington
Computer Troubleshooters -North Lakes,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters Business Solutions Ltd (NZ),,ACT-00223068,,Computer Fix NI
Computer Troubleshooters Casey  Australia,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters Danbury,,ACT-00020988,13789,Computer Troubleshooters - Danbury North
"Computer Troubleshooters Fond Du Lac, WI",,ACT-00223068,,Computer Fix NI
Computer Troubleshooters Galway-West,,ACT-00007348,13100,Computer Troubleshooters â€“ Galway
Computer Troubleshooters Greensboro Central,,ACT-00047827,1183,Computer Troubleshooters - Greensboro Central
Computer Troubleshooters Hallet Cove,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters Huntsville,,ACT-00218557,1265,Computer Troubleshooters - Huntsville
Computer Troubleshooters Las Vegas South,,ACT-00104449,12139,Computer Troubleshooters - Summerlin South
Computer Troubleshooters Los Angeles,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters Niagara Ontario,,ACT-00024693,3046,Computer Troubleshooters - Niagara CA
Computer Troubleshooters North Birmingham Ltd,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters NW Phoenix,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters of Kirkland,,ACT-00153723,11488,Computer Troubleshooters of Kirkland
Computer Troubleshooters of Mamaroneck (Site ID: MyLocalCT),,ACT-00223068,,Computer Fix NI
Computer Troubleshooters of Pflugerville,,ACT-00238395,10212,Computer Troubleshooters - Pflugerville
Computer Troubleshooters of St Charles,,ACT-00005252,11223,Computer Troubleshooters - St. Charles
Computer Troubleshooters of SW Austin,,ACT-00112818,10133,Computer Troubleshooters - SW Austin
Computer Troubleshooters of W Fort Wayne,,ACT-00223068,,Computer Fix NI
Computer Troubleshooters Palm Springs,,ACT-00208320,1317,Computer Troubleshooters - Palm Springs
Computer Troubleshooters Pewaukee,,ACT-00085992,1244,Computer Troubleshooters - Pewaukee
Computer Troubleshooters Schaumburg,,ACT-00100538,1573,Computer Troubleshooters - Schaumburg
Computer Troubleshooters Silverwater,,ACT-00086621,16212,Computer Troubleshooters - Auburn AU
Computer Troubleshooters Toowoomba West,,ACT-00107959,16275,Computer Troubleshooters - Toowoomba West AU
Computer Troubleshooters Twinsburg,,ACT-00033999,8541,Computer Troubleshooters - Twinsburg
Computer Troubleshooters Tysons Corner,,ACT-00244659,10713,Computer Troubleshooters - Tysons Corner
Computer Troubleshooters UK,,ACT-00223068,,Computer Fix NI
Computer Wizards,,ACT-00223068,,Computer Fix NI
Computer Works,,ACT-00223068,,Computer Fix NI
Computer Works DFW,,ACT-00038263,5689,Computer Works DFW
ComputerAngelServices,,ACT-00074934,17866,Computer Angel Services Limited
"Computerease Group, Inc",,ACT-00234165,11070,"Computerease Group, Inc."
ComputerHMO,,ACT-00223065,1987,ComputerHMO
Computers On The Run,,ACT-00059823,,Computers in the City Limited
ComputersInTheCityLimited,,ACT-00059823,17373,Computers in the City Limited
Computing Australia,,ACT-00233092,,Computing Australia
Compuville Systems,,ACT-00140393,6288,Compuville Systems
Comstar Technologies,,ACT-00038049,,Comstar Technologies
Comtech Systems of Louisiana,,ACT-00203015,31270,Comtech Systems of Louisiana
Concept,,ACT-00100928,,"Concept Technology, Inc."
Concerto Networks of New Jersey,,ACT-00230106,1490,Concerto Networks of New Jersey
Confluent LLC,,ACT-00050142,9901,Confluent
Connect IT,,ACT-00059994,,Connect IT
Connected Systems,,ACT-00200557,16525,Connected Systems Solutions Ltd
Connection,,ACT-00085143,,The Connection Inc.
ConnectWise,,ACT-00163062,,ConnectWise
CONNECTWISE LLC,,ACT-00163062,,ConnectWise
CONSILIEN LLC,,ACT-00066638,1978,Consilien LLC
Consolidated Information Technology LLC,,ACT-00155053,17949,Consolidated Information Technology LLC
Consuro,,ACT-00073737,,Consuro
Contango IT - Main,,ACT-00056181,,Contango IT
ContinuumCloud,,ACT-00168250,14617,EDM Automation
Contrast Communications,,ACT-00062256,19667,"Contrast Communications, LLC"
Control Solutions Inc,,ACT-00079030,26361,"Control Solutions, Inc"
Converged Communication Solutions,,ACT-00146960,,Converged Communication Solutions Ltd
Converged Communications FL,,ACT-00168597,9643,Converged Communications
Converged Technology Professionals,,ACT-00137179,,Converged Technology Professionals
Convergent Technologies Group,,ACT-00024749,31,Convergent Technologies Group
Converging Technology Solutions,,ACT-00239927,,Converging Technology Solutions
"Cook Consulting and Services, LLC",,ACT-00238296,,"Cook Consulting & Services, LLC"
Copy Products,,ACT-00084210,11075,Copy Products
Copy Systems Inc,,ACT-00180388,11044,"Copy Systems, Inc."
Corbel Solutions Limited,,ACT-00007340,18813,Corbel
CORE Business Services,,ACT-00245191,16624,Kelley Create
CoreTech,,ACT-00061820,,"Core Technologies, Inc."
"Cornerstone Computer Solutions, Inc",,ACT-00087268,,"Cornerstone Computer Solutions, Inc"
Corporate Workflow Solutions,,ACT-00085488,,Corporate Workflow Solutions
Covalent Consulting Group,,ACT-00195398,15329,Covalent Consulting Group LLC
Covergent Systems Technologies,,ACT-00059821,1734,Convergent Systems Technologies Inc
CPI Solutions,,ACT-00125090,,CPI Solutions
CPI Technologies,,ACT-00208346,18122,CPI Technologies
CPI USA Inc,,ACT-00009192,3605,CPI USA Inc
"Creative Computer Solutions, Inc.",,ACT-00234889,2207,Creative Computer Solutions
CrickIT,,ACT-00224758,,CrickIT
CRT,,ACT-00029230,5610,CRT Inc
Ridgewall Ltd,,ACT-00019620,-,Innovaro Technology Ltd
"RMON Networks, Inc",,ACT-00124746,11527,RMON Networks Inc
RockIT Consulting LLC,,ACT-00240211,12925,RockIT Consulting LLC
Roebuck Technologies,,ACT-00092471,15219,Roebuck Technologies
"Ronin Consulting Services, LLC",,ACT-00104428,16729,"Ronin Consulting Services, LLC"
Rosebud Mining Company,,ACT-00286097,25212,Rosebud Mining Co
Rutter Networking Technologies,,ACT-00234941,32260,Rutter Networking Technologies Inc
Salco Solutions Group,,ACT-00084579,24177,Salco Solutions
SECUR-SERV INC.,,ACT-00246623,25952,Secur-Serv
Servall Canada Incorporated,,ACT-00057345,18142,Servall Canada Inc.
Servcom USA,,ACT-00019114,5194,Servcom USA
Shield Watch IT Services,,ACT-00245375,22941,Shield Watch
Silverbug Ltd,,ACT-00015290,-,Silverbug
SimpleWorks IT,,ACT-00237043,25529,Simple Works IT
"SkyTerra Technologies, LLC",,ACT-00154806,27189,SkyTerra Technologies LLC
"Solutions Granted, Inc.",,ACT-00139936,1961,SOLUTIONS GRANTED INC
Soteria Technology Solutions,,ACT-00056382,21152,Soteria Technology Solutions
Beringer Technology Group,,ACT-00229927,61fc25bf59a1692f6d1ed1d6,Beringer Technology Group
AMERICAN LAZER SERVICES INC,,ACT-00200376,63c5adeeca2f6c96a1020a94,AMERICAN LAZER SERVICES INC
VINCOVI Technology Solutions Inc,,ACT-00086138,5f4ea5fb0d21ea1a201f00c7,VINCOVI Technology Solutions Inc
Modern Networks EU,,ACT-00438915,,Modern Networks EU
Williams Jewelers,,ACT-00279051,67f876770b0218b791092434,Williams Jewelers
Frontline Consultancy,,ACT-00074550,,Frontline Consultancy
Baleehoo Media c8cd,,ACT-00298323,63910bba2c3edf605b05683d,Baleehoo Media c8cd
"Comply Technologies, Inc.",,ACT-00104753,,"Comply Technologies, Inc."
JointVue,,ACT-00257123,60fadb21442a031ade301d45,JointVue
CRDS Operational Corp.,,ACT-00022153,,CRDS Operational Corp.
Infonaligy,,ACT-00148503,,Infonaligy
Xpert Technology Solutions,,ACT-00074163,5c9048b873574869d26e5858,Xpert Technology Solutions
Reboot Networks,,ACT-00235111,5d1d069e735748158f71bc03,Reboot Networks
"A-Plus Computers, Inc.",,ACT-00069102,5e84df46735748459a719545,"A-Plus Computers, Inc."
"Proven Business Systems, LLC",,ACT-00058165,5cf9459c404ad32748150b7c,"Proven Business Systems, LLC"
Green Charter Schools,,ACT-00431085,67f544d7ddd24014c60bf4aa,Green Charter Schools
"Avatel Technologies, Inc",,ACT-00044135,689cea2618f8eca10d058cd6,"Avatel Technologies, Inc"
Gordon Law Group,,ACT-00275983,63a18d8ec02ead328002e28b,Gordon Law Group
Your IT Desk,,ACT-00131941,649a1127cb6f28e6b4099f98,Your IT Desk
BIT Solution,,ACT-00265547,678539a0563497c89e0102cd,BIT Solution
Alterra Networks,,ACT-00245383,6021c47c0d21ea5a8e551b43,Alterra Networks
Americhoice FCU,,ACT-00249507,613bdbf80791ad2624038fe8,Americhoice FCU
i-worx,,ACT-00159985,5d89229e7357481d0e5cedc4,i-worx
Southeast Regional Technology Group,,ACT-00245362,5ab17624faf3112f5e8b4580,Southeast Regional Technology Group
"Think IP Systems, LLC",,ACT-00136609,54c537e9518b098d148b4593,"Think IP Systems, LLC"
IBIS GROUP LTD,,ACT-00127665,5b4e26206c0318e7378b4569,IBIS GROUP LTD
Anders Minkler Huber & Helm LLP,,ACT-00095755,,Anders Minkler Huber & Helm LLP
Noggin Guru LLC,,ACT-00010704,60661da15eb49c5a10386c66,Noggin Guru LLC
Crosstown IT Inc Dba CTITINC,,ACT-00252303,,Crosstown IT Inc Dba CTITINC
Goeco,,ACT-00287298,698b915a78dca4361e0be5b5,Goeco
Tech Stream Solutions,,ACT-00243834,63a0fb78368f8b3abd031b9b,Tech Stream Solutions
NICE-Pak,,ACT-00239004,668e9412659c579e5f0c8b97,NICE-Pak
BDC,,ACT-00268181,,BDC
The Computer Company Inc.,,ACT-00003253,62cf1a7c5b26b207200febb6,The Computer Company Inc.
TSAChoice,,ACT-00045143,5eac5aa9404ad3693b68d384,TSAChoice
Uniag Coopérative,,ACT-00275259,,Uniag Coopérative
Holker IT,,ACT-00080738,,Holker IT
Enteractive Networks,,ACT-00125006,60aba1fd25c5585e824aa0c6,Enteractive Networks
T3voicenet,,ACT-00296370,6581f68b7ba61671f307192f,T3voicenet
Astro Managed Service Provider LLC,,ACT-00250549,6042ef0a7a45de70e4434bb4,Astro Managed Service Provider LLC
Ardent Group 365 Ltd,,ACT-00225592,,
Customer Centric Software LLC,,ACT-00119356,,
Maine PC Solutions,,ACT-00052414,,Maine PC Solutions
PCD Cyber,,ACT-00203608,6643c46731925b9fbf0b52eb,PCD Cyber
Azureity Inc,,ACT-00172180,62267e8152fa8e460f01c295,Azureity Inc
Abel Technologies,,ACT-00643251,,Abel Technologies
SecureTrust Technologies N.V,,ACT-00228028,,SecureTrust Technologies N.V
Republic,,ACT-00125107,,Republic
HelpDesk Heroes Ltd,,ACT-00186395,,HelpDesk Heroes Ltd
Net Strategy IT,,ACT-00104109,5f23488b7357482d8134f3e4,Net Strategy IT
Audigy Group,,ACT-00032896,5bd8b2f6ed0c77094e8b456c,Audigy Group
CNET Inc.,,ACT-00103008,5ff4fd7473574828c627ae04,CNET Inc.
Advanced Business Solutions,,ACT-00337407,65f3685817cdf303ff06c7b9,Advanced Business Solutions
Tech One Resource,,ACT-00390237,694025e3f01aa40d5700aba6,Tech One Resource
SL Network Solutions Ltd,,ACT-00022188,,SL Network Solutions Ltd
Remington Computer Services (Remington),,ACT-00170160,5ea2e8d6404ad34f00034ab7,Remington Computer Services (Remington)
Sunwest Aviation Ltd,,ACT-00148024,657c9059cf4a515a6a09f9a0,Sunwest Aviation Ltd
"PCS Security, Inc.",,ACT-00455981,,"PCS Security, Inc."
Core12,,ACT-00156549,5edfc75f0d21ea2e3f4e4488,Core12
Intalect Ltd,,ACT-00116303,,Intalect Ltd
TruStack Ltd,,ACT-00028849,,TruStack Ltd
"Waccamaw Telecommunication Systems, Inc",,ACT-00079900,,"Waccamaw Telecommunication Systems, Inc"
Avalon Hills,,ACT-00225517,64256ca9ef0115ee65098986,Avalon Hills
SMIKTECK,,ACT-00231385,64e55ba812f543bddb01df1c,SMIKTECK
"Heartland Business Systems, LLC",,ACT-00223570,,"Heartland Business Systems, LLC"
Wifi Guy Llc.,,ACT-00455226,,Wifi Guy Llc.
3C Technology Shop,,ACT-00210694,,3C Technology Shop
Solutions HCI,,ACT-00458435,6936f1b2556215edea02ba01,Solutions HCI
TWC Inc,,ACT-00067031,65678c4dcbae203baf0a20da,TWC Inc
SNT Technology Pty Ltd,,ACT-00240817,5d13fbdd735748878a42d49a,SNT Technology Pty Ltd
Custom Solutions,,ACT-00180877,,Custom Solutions
Comar Technologies,,ACT-00191548,,Comar Technologies
Automated Business Solutions,,ACT-00176514,,Automated Business Solutions
PCS INC,,ACT-00195595,5ffc8479404ad3257e338914,PCS INC
Cornerstone IT Consulting,,ACT-00071744,5e629c80735748318b23367d,Cornerstone IT Consulting
Solution Tech Group Pty Ltd,,ACT-00199393,,Solution Tech Group Pty Ltd
"Macro Systems, LLC",,ACT-00013841,5dd6f72a0d21ea17c104c4bc,"Macro Systems, LLC"
ZuluTech Solutions LLC,,ACT-00037054,,ZuluTech Solutions LLC
BizTech Solutions,,ACT-00084626,5ba538c8ed0c7721798b456f,BizTech Solutions
"JTO Computer Solutions, LLC 44599",,ACT-00088987,5d2ba0507357487e4b4140d1,"JTO Computer Solutions, LLC 44599"
Carson's Nut-Bolt & Tool Co,,ACT-00260447,,Carson's Nut-Bolt & Tool Co
Cws,,ACT-00004197,6267bfc2eafaaa6a556aa035,Cws
SOKOTEK,,ACT-00264462,6103007d727b2c20256b9f15,SOKOTEK
Wifi Guy LLC (nqavma),,ACT-00455226,682cc7c4913dd17c020b29cb,Wifi Guy LLC (nqavma)
"St. Aubin Technologies, Inc.",,ACT-00019470,,"St. Aubin Technologies, Inc."
Mwave,,ACT-00457918,698baf07ce326983b4097018,Mwave
Entre Technology Services,,ACT-00246865,,
Sac IT Solutions,,ACT-00162325,65ef8364e4a508b74507cea7,Sac IT Solutions
Chorus IT Ltd,,ACT-00244931,,Chorus IT Ltd
Red Mosquito Ltd,,ACT-00170291,,Red Mosquito Ltd
"IT Solutions (ISWIZ, Inc.)",,ACT-00089577,5a7e0f5bfc06d0e16a8b457c,"IT Solutions (ISWIZ, Inc.)"
Sefalana Cash & Carry (Namibia) (Pty),,ACT-00438119,,Sefalana Cash & Carry (Namibia) (Pty)
Myhealth Medical Group,,ACT-00361961,,Myhealth Medical Group
Sherbrooke-oem,,ACT-00290327,66a8e40f32d0bded530b434f,Sherbrooke-oem
"JTO Computer Solutions, LLC",,ACT-00088987,,"JTO Computer Solutions, LLC"
TRAKAmerica,,ACT-00243671,60254eb00d21ea7ee8135b9a,TRAKAmerica
The Connected Office,,ACT-00253166,636bf4d55f12ae27590dbb6b,The Connected Office
Jovan IT Services,,ACT-00114535,672b92e53d967569dc00db8b,Jovan IT Services
"Networking Specialists, Inc.",,ACT-00096500,,"Networking Specialists, Inc."
Monolith IT,,ACT-00237782,69978181b111da0fe60b668a,Monolith IT
Roxborough Water & Sanitation,,ACT-00263617,,Roxborough Water & Sanitation
AiCure Corporation,,ACT-00457749,6942c80015338d0e4c02a43f,AiCure Corporation
B&B Theatres,,ACT-00133168,62bf2106825d7a4d270b4a96,B&B Theatres
Burton & Co,,ACT-00265860,,Burton & Co
"Apexmanaged, Llc.",,ACT-00645321,,"Apexmanaged, Llc."
I-Virtualize,,ACT-00103461,,I-Virtualize
Numérisecure,,ACT-00455932,,Numérisecure
"CodeBlue Technology, LLC",,ACT-00236907,5d5ec60573574823ae4a6718,"CodeBlue Technology, LLC"
Citizens State Bank of Indiana,,ACT-00271828,65fb51b0926ded283f0a377e,Citizens State Bank of Indiana
INGENIUM Projects Solutions,,ACT-00268264,665ddb81d6eaec113e0491f6,INGENIUM Projects Solutions
Mill - techusa.com,,ACT-00645015,69de7a7b135fc65b060d32b6,Mill - techusa.com
Today's Business Computers Inc,,ACT-00045351,,Today's Business Computers Inc
Technical Framework,,ACT-00125317,5ce2a9190d21ea814400092c,Technical Framework
Fruth Group MSP,,ACT-00049938,5e5ebf100d21ea3ad36b0f29,Fruth Group MSP
Sandpiper Bay Resort,,ACT-00444087,,Sandpiper Bay Resort
Remington Computer Services,,ACT-00170160,,Remington Computer Services
Viking Technology Solutions,,ACT-00035831,,
Louisiana Eye & Laser,,ACT-00263923,61535665512b7e027558d9b6,Louisiana Eye & Laser
Intec Solutions Inc,,ACT-00053385,,Intec Solutions Inc
Action Datatel,,ACT-00060549,5ca66abf404ad361ba303226,Action Datatel
TechFusion,,ACT-00219420,5eebc141404ad368316dc9bb,TechFusion
"Out of the Box Solutions, Inc.",,ACT-00156176,623ddbbc5e706d41f7431497,"Out of the Box Solutions, Inc."
Development Service Group (Dsg),,ACT-00256906,60ef0a88e32d705bbc46d9d5,Development Service Group (Dsg)
American Business Machines,,ACT-00031675,64fb4a0fb0b84cf4b7065956,American Business Machines
TNS,,ACT-00317478,,TNS
Terabyte IT Solutions,,ACT-00287542,,Terabyte IT Solutions
Veiliant Inc,,ACT-00066705,5f3d42de735748669d1f5b28,Veiliant Inc
MobileTech Ltd,,ACT-00270934,,MobileTech Ltd
Greystone Technology Group (Dynamic Edge),,ACT-00009188,5957cb6bfaf31189e88b45b4,Greystone Technology Group (Dynamic Edge)
Wavehill IT Solutions,,ACT-00106371,,Wavehill IT Solutions
MicroAge Manitoba,,ACT-00246121,5c5223476e16d6a5278b456b,MicroAge Manitoba
5x5 Telecom,,ACT-00298501,6698079aef2156015a0d9eef,5x5 Telecom
"K & A Innovations, LLC",,ACT-00290823,,"K & A Innovations, LLC"
Geecon IT Solutions,,ACT-00275378,,Geecon IT Solutions
Grace Global Corporation,,ACT-00021190,62a79a5e88d86af64b0674a4,Grace Global Corporation
"Today's Business Computers, Inc.",,ACT-00045351,5fbc1d9c7a45de2dfc43a675,"Today's Business Computers, Inc."
Alturra,,ACT-00150799,5fee22a80d21ea2c376d8834,Alturra
Empower IT Group,,ACT-00190453,,Empower IT Group
Streeter Technology Solutions,,ACT-00290638,6511e4d23a5d233aa30b55be,Streeter Technology Solutions
Concurrent Systems inc,,ACT-00236875,5fa31cad7a45de624e7e83b4,Concurrent Systems inc
Anders Minkler Huber & Helm LLP(Anders CPA + Advisors),,ACT-00095755,5dfbdc767357480ae905fe66,Anders Minkler Huber & Helm LLP(Anders CPA + Advisors)
BIOS Technologies,,ACT-00245840,,BIOS Technologies
Singlepoint Global,,ACT-00101553,56f1f486530e141af68b456f,Singlepoint Global
Consortyo Network & Security,,ACT-00250501,576d3fb3b81b77bb9c8b45ab,Consortyo Network & Security
"Computer & Networking Services, LLC",,ACT-00030812,5e4eee1a404ad310b113d0d6,"Computer & Networking Services, LLC"
Da Vinci Network Solutions Inc.,,ACT-00245774,,Da Vinci Network Solutions Inc.
"Saltmarsh, Cleaveland & Gund",,ACT-00188743,,"Saltmarsh, Cleaveland & Gund"
Uwharrie Technology Inc,,ACT-00256843,,Uwharrie Technology Inc
Netsurit Inc,,ACT-00093245,66b4d0249ebc2eab0802a1de,Netsurit Inc
MCA,,ACT-00167113,,MCA
SEIU-UHW,,ACT-00068325,6405f36df722bb70dc002f2a,SEIU-UHW
Suryl,,ACT-00266162,630cfe5c0da133e0ea0b79f4,Suryl
Vnetrix Limited,,ACT-00208905,,Vnetrix Limited
Tech Guru Consulting Inc,,ACT-00334256,,Tech Guru Consulting Inc
"Silverado Technologies, Inc.",,ACT-00111791,,"Silverado Technologies, Inc."
"Horizon Tire, Inc.",,ACT-00023219,68a3515ee871b3297e053bd5,"Horizon Tire, Inc."
Smart Office USA,,ACT-00051230,6977d3cfe22166ddb2085ba1,Smart Office USA
"Netsurit, Inc",,ACT-00093245,,"Netsurit, Inc"
ACUPRO OREGON,,ACT-00046411,5fe3bf427a45de89ee2389e4,ACUPRO OREGON
"J2 IT Group, LLC",,ACT-00116290,,"J2 IT Group, LLC"
Fort Worth Technology Services,,ACT-00240154,65e237e58a4ccefc07012a17,Fort Worth Technology Services
Minster Micro Computers Limited,,ACT-00237565,,Minster Micro Computers Limited
Sanchez Management Corp,,ACT-00270835,631ae589255ed7012907a8a8,Sanchez Management Corp
GBS Technologies (1_GBS Technologies),,ACT-00218881,5db1fbde404ad37daf5fd3a3,GBS Technologies (1_GBS Technologies)
SecureTrust Technologies N.V.,,ACT-00228028,5dc8935e404ad342493a1065,SecureTrust Technologies N.V.
"Knowit, LLC",,ACT-00187176,5dd6bd0a7357484e206f6463,"Knowit, LLC"
Fogo Data Centers,,ACT-00171505,5567528b948b0978bd8b4578,Fogo Data Centers
Net Intellect Pty Ltd,,ACT-00087979,6255ff299219c525c7282ba5,Net Intellect Pty Ltd
Nitro-Tech IT Solutions,,ACT-00120556,64a826256d5b93081b01c5f4,Nitro-Tech IT Solutions
TC IT Solutions,,ACT-00208137,,TC IT Solutions
Trident,,ACT-00029982,,Trident
Servodata Services (Servodata),,ACT-00287569,6425b64071de822c4904379a,Servodata Services (Servodata)
Indian River Computer Services,,ACT-00337098,,Indian River Computer Services
"Litewire, LLC",,ACT-00153472,5c02dd1ced0c77ad3b8b456c,"Litewire, LLC"
Diocese Of Gaylord,,ACT-00297009,6387d2fcd242947413060747,Diocese Of Gaylord
Proactive Supply,,ACT-00317491,665f1eefc8c5ee9ea7002636,Proactive Supply
